responseID,persona,human,ss
R_1F9q1oirm2RPdAt,"Racially, I am white. I am male. I was born in 1975. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Alberta. ",-1,1
R_1FbP9ID6nYDDnpf,"Racially, I am white. I am male. I was born in 1989. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Newfoundland and Labrador. ",-1,1
R_1K2cumVGBzVmPyF,"Racially, I am white. I am female. I was born in 1985. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 1. I live in Quebec. ",1,2
R_1GwX45R3ll9WeB4,"Racially, I am . I am female. I was born in 1982. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Quebec. ",1,2
R_1IDW8kyW7HOTTSN,"Racially, I am white. I am male. I was born in 1971. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Alberta. ",1,2
R_1I5emWdpwJ4mr3h,"Racially, I am white. I am female. I was born in 1974. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Manitoba. ",-1,2
R_1GCzavmZ42V1W5Q,"Racially, I am white. I am female. I was born in 1971. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in British Columbia. ",-1,1
R_1IH2SNgX3xes77A,"Racially, I am white. I am male. I was born in 1985. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Prince Edward Island. ",2,1
R_1H29RLeYdltUuiq,"Racially, I am white. I am female. I was born in 1967. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Quebec. ",-1,2
R_1LNYI8JybWweBG8,"Racially, I am white. I am female. I was born in 1959. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Nova Scotia. ",1,2
R_1CvcUHnSCjGv2hR,"Racially, I am white. I am male. I was born in 1979. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in British Columbia. ",1,2
R_1DCpTimeMXEnUDu,"Racially, I am white. I am female. I was born in 1954. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Newfoundland and Labrador. ",2,1
R_1KgcbVzJPBm3b6D,"Racially, I am white. I am female. I was born in 1987. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in New Brunswick. ",-1,1
R_1KyeWHwzq24G4Nh,"Racially, I am white. I am female. I was born in 1978. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Manitoba. ",2,1
R_1IxXMdgLfokwKgI,"Racially, I am white. I am female. I was born in 1969. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Newfoundland and Labrador. ",1,2
R_1LTJKcQa2S0VFGF,"Racially, I am black. I am female. I was born in 1977. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",-1,1
R_1HbiwvJgz5LtOfS,"Racially, I am white. I am female. I was born in 1967. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in New Brunswick. ",1,2
R_1HbYK9MHmvbyUmL,"Racially, I am white. I am female. I was born in 1950. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in British Columbia. ",-1,1
R_1H81ifDRUhbbD08,"Racially, I am Asian. I am female. I was born in 1962. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in British Columbia. ",1,1
R_1K2vRMdF4cjAXkl,"Racially, I am white. I am male. I was born in 1983. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",1,2
R_1LMVUEIDRFpch7z,"Racially, I am white. I am female. I was born in 1955. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Nova Scotia. ",-1,2
R_1K1KL5gIUSwjDtY,"Racially, I am white. I am male. I was born in 1955. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in British Columbia. ",1,2
R_1ItMRDzK8bvP2kh,"Racially, I am white. I am male. I was born in 1970. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",1,2
R_1I4NH5e6Dp4RYuO,"Racially, I am white, black, Hispanic, Arab. I am male. I was born in 2003. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",-1,1
R_1K45JDdCCCPOgmL,"Racially, I am white. I am female. I was born in 1992. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Ontario. ",2,1
R_1LYaQJu6qqJ3g7V,"Racially, I am white. I am male. I was born in 1941. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Nova Scotia. ",1,2
R_1M6x0ER8GL2J4zf,"Racially, I am white. I am female. I was born in 1971. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",-1,1
R_1Lu3FuvCMjIzi9X,"Racially, I am white, Indigenous. I am female. I was born in 1969. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Manitoba. ",2,1
R_1M4aseM0zpigLKb,"Racially, I am Asian. I am female. I was born in 1994. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 2. I live in Quebec. ",1,1
