,VCF0105a,VCF0731,VCF0803,VCF0301,VCF0130,VCF0101,VCF0104,VCF0310,VCF0901b
60573,4,5,4,4,4,33,2,2,NE
60574,1,1,3,1,5,58,2,3,IN
60575,1,1,2,2,5,36,2,3,WI
60576,2,1,9,6,5,46,2,2,GA
60577,6,1,9,3,4,30,2,2,MS
60578,1,1,3,2,5,78,1,3,MD
60579,2,1,9,1,5,70,2,2,OH
60580,1,1,5,5,1,53,2,2,IN
60581,6,1,3,3,3,59,2,3,OR
60582,1,1,6,5,5,39,1,3,NJ
60583,6,1,4,2,5,46,2,1,CA
60584,1,1,6,6,4,69,2,2,TX
60585,1,5,5,4,3,80,1,2,FL
60586,1,1,2,2,5,31,2,3,WA
60587,1,1,6,5,5,49,1,3,CA
60588,1,1,3,1,5,41,1,3,IL
60589,2,5,4,1,4,58,1,2,MS
60590,5,1,2,3,5,32,1,1,MA
60591,5,1,4,2,3,22,1,3,TX
60592,1,1,5,6,3,59,1,2,NC
60593,1,1,2,2,5,29,1,3,NY
60594,1,1,6,7,3,69,2,3,WA
60595,1,1,9,4,5,39,1,1,OK
60596,1,1,2,4,5,39,1,3,AL
60597,1,1,9,7,1,64,2,3,GA
60598,1,1,9,6,5,53,2,3,IL
60599,1,1,7,5,5,65,1,3,LA
60600,5,1,5,4,5,36,1,3,IA
60601,1,1,0,3,5,76,2,3,NY
60602,2,1,4,1,1,59,2,3,KY
60603,3,1,7,7,1,51,1,3,CA
60604,6,1,5,7,5,49,1,2,OH
60605,1,1,2,1,5,29,1,3,NC
60606,3,1,9,2,5,29,1,2,IL
60607,5,1,4,4,5,47,1,3,TX
60608,1,1,1,1,5,64,2,3,NM
60609,4,1,1,1,5,66,1,3,MS
60610,1,1,2,1,2,35,2,3,CO
60611,1,1,7,7,1,80,1,3,TX
60612,1,1,6,7,2,59,1,3,WI
60613,1,1,6,7,1,74,2,2,FL
60614,1,1,6,6,4,73,1,3,KS
60615,5,9,2,1,4,29,1,3,MA
60616,9,1,5,7,1,80,2,3,WI
60617,5,1,7,5,1,0,1,3,GA
60618,1,1,1,4,3,0,2,3,CA
60619,1,1,7,2,5,54,1,2,WI
60620,1,1,6,5,1,0,1,3,TX
60621,2,1,4,2,5,43,1,2,VA
60622,1,9,4,6,1,80,2,3,MS
60623,1,1,4,3,4,55,2,3,IL
60624,1,9,9,1,5,51,2,2,MI
60625,2,1,2,3,5,46,1,3,SC
60626,1,1,6,6,2,38,2,2,AR
60627,1,1,2,1,5,62,2,3,NC
60628,1,9,6,5,5,60,1,3,AR
60629,2,9,4,1,1,43,1,2,MI
60630,5,5,4,4,1,72,1,3,FL
60631,5,9,2,1,5,80,2,3,TX
60632,5,1,2,1,4,23,2,3,CA
60633,1,1,6,5,5,68,1,3,VA
60634,1,1,6,7,1,57,2,3,KS
60635,1,1,6,6,1,0,1,2,NC
60636,5,5,9,6,5,52,1,3,MA
60637,1,1,6,6,1,69,2,3,IL
60638,1,1,5,6,1,0,2,1,CO
60639,1,1,4,5,1,39,1,2,TX
60640,3,1,7,7,4,72,1,2,TX
60641,1,1,6,7,2,27,2,2,AL
60642,2,1,9,1,5,38,2,2,PA
60643,6,1,5,3,5,49,1,3,NJ
60644,2,1,9,6,2,0,2,3,GA
60645,5,1,4,4,1,68,2,3,FL
60646,3,1,4,2,5,40,2,2,CA
60647,3,1,5,6,4,49,1,2,NY
60648,1,1,9,7,5,26,2,2,MO
60649,3,1,3,3,3,34,2,3,CA
60650,1,1,7,7,5,51,1,2,FL
60651,1,5,7,7,5,23,2,2,OH
60652,5,1,6,1,5,80,2,3,AZ
60653,6,9,3,1,5,25,2,2,OH
60654,1,1,4,1,2,80,2,3,CA
60655,6,1,6,7,5,43,2,3,KS
60656,1,1,6,7,4,59,1,3,PA
60657,2,1,3,2,4,49,1,3,MD
60658,1,1,6,7,4,32,1,3,OH
60659,1,1,2,1,5,69,2,3,CA
60660,1,1,6,7,1,80,2,3,TN
60661,1,1,9,3,5,45,2,2,PA
60662,2,1,3,3,3,43,1,3,IL
60663,1,1,9,4,3,69,2,2,NE
60664,6,1,7,5,1,80,1,3,FL
60665,1,1,1,7,2,55,2,2,IN
60666,1,1,2,3,1,75,2,2,SC
60667,1,1,4,3,5,60,1,3,VA
60668,1,1,3,1,4,75,1,3,MN
60669,1,1,9,7,5,69,1,2,PA
60670,1,1,6,7,4,60,2,3,CA
60671,1,1,2,1,5,59,2,2,MA
60672,1,1,1,1,5,26,2,3,FL
60673,1,1,4,2,5,64,2,3,MN
60674,9,1,9,4,5,64,2,2,CO
60675,1,1,6,7,5,62,1,2,TX
60676,2,1,9,1,4,46,2,2,GA
60677,1,1,7,7,5,72,2,3,OR
60678,1,1,7,7,1,53,1,3,GA
60679,1,1,6,7,5,33,1,2,IN
60680,1,1,4,2,4,61,1,3,PA
60681,5,1,4,2,1,24,2,1,CA
60682,1,1,6,7,5,58,1,2,PA
60683,1,1,4,3,5,47,2,2,WV
60684,6,1,9,2,2,63,1,2,NY
60685,1,1,6,6,5,64,1,3,MD
60686,1,1,6,6,5,55,2,2,OK
60687,2,1,9,1,5,41,2,2,FL
60688,1,1,4,6,4,68,2,3,IN
60689,1,1,6,7,3,80,2,3,VA
60690,5,1,1,1,5,25,2,3,CA
60691,1,1,7,6,5,66,2,3,TX
60692,1,1,5,7,5,63,1,3,CT
60693,2,1,9,1,5,34,2,3,FL
60694,1,9,4,5,4,55,1,3,TX
60695,1,1,6,7,5,73,1,3,FL
60696,1,1,6,5,4,80,1,3,OR
60697,1,1,1,3,4,45,2,2,OR
60698,1,1,4,4,5,50,1,2,CT
60699,1,1,6,6,5,54,2,3,MI
60700,1,9,6,7,4,70,1,3,NE
60701,1,1,2,3,5,28,2,3,CO
60702,1,1,3,2,4,43,2,1,CO
60703,1,1,6,7,5,76,1,3,NY
60704,1,1,3,1,4,39,1,3,IL
60705,1,1,6,7,4,50,1,3,AZ
60706,1,1,3,1,1,74,2,3,NY
60707,1,5,2,6,5,27,2,2,TN
60708,1,1,3,5,4,76,1,3,CA
60709,1,1,6,7,1,33,1,3,LA
60710,1,1,6,7,5,56,1,3,NY
60711,1,1,6,7,5,71,1,3,CA
60712,1,1,7,7,5,69,1,3,ND
60713,1,1,6,5,5,48,2,2,KS
60714,1,1,2,1,5,57,1,3,CA
60715,1,1,1,1,5,63,2,3,NY
60716,2,1,9,1,3,80,2,3,GA
60717,1,1,2,1,5,38,2,3,CO
60718,1,1,2,1,5,80,2,2,NC
60719,1,1,7,7,5,71,2,3,MA
60720,2,5,9,4,1,58,2,2,OH
60721,1,5,7,7,1,66,2,3,MS
60722,1,1,7,7,4,45,1,2,NC
60723,5,1,2,2,5,31,2,2,GA
60724,1,1,6,6,5,49,2,2,SC
60725,1,1,2,1,2,80,2,3,OH
60726,1,9,4,6,4,0,2,1,MN
60727,1,1,3,1,4,61,2,3,SC
60728,1,1,4,5,4,26,2,2,IL
60729,4,1,3,3,5,45,2,1,NY
60730,1,1,4,2,5,32,2,2,VA
60731,3,1,2,1,5,51,2,2,CA
60732,1,1,6,7,1,35,2,3,WI
60733,1,1,6,6,4,56,1,3,HI
60734,1,1,2,3,5,46,1,2,IL
60735,1,1,9,2,5,35,2,1,KY
60736,5,1,9,4,5,42,1,2,NV
60737,1,1,9,7,5,54,1,2,FL
60738,1,1,6,6,5,0,2,3,OR
60739,4,1,5,4,5,23,1,3,TX
60740,1,1,3,3,4,33,2,1,OH
60741,1,1,2,1,5,73,2,3,CA
60742,5,1,6,6,1,54,2,3,FL
60743,5,1,2,1,5,36,2,3,TX
60744,5,9,5,7,2,25,1,2,KY
60745,1,1,3,1,1,80,2,3,MI
60746,1,1,5,6,2,69,1,3,VA
60747,1,1,6,7,4,61,2,2,TX
60748,5,5,9,2,5,55,2,1,GA
60749,1,1,2,1,1,79,2,3,PA
60750,5,1,5,1,2,80,1,2,TX
60751,1,5,4,4,2,0,1,1,CO
60752,1,5,9,7,5,60,2,3,PA
60753,1,1,4,6,5,43,1,2,WI
60754,5,1,4,1,5,41,2,2,TX
60755,1,1,6,7,2,36,1,2,NC
60756,1,1,4,1,5,73,1,3,MN
60757,1,1,4,3,5,75,2,3,OR
60758,1,1,9,6,5,62,1,3,MD
60759,1,1,6,7,5,73,1,3,OH
60760,1,1,6,7,5,33,1,2,NY
60761,6,1,6,7,2,80,1,3,NM
60762,1,1,2,2,5,26,1,1,NY
60763,1,1,6,7,5,52,1,3,MN
60764,1,1,6,6,5,41,2,3,IA
60765,1,1,9,2,1,67,2,3,PA
60766,1,1,9,6,4,65,1,2,NY
60767,1,1,2,1,5,69,1,3,NY
60768,1,9,4,1,3,59,1,3,IN
60769,1,9,4,1,4,59,1,3,UT
60770,1,1,6,7,2,80,2,3,CA
60771,1,1,9,3,4,70,1,3,IL
60772,1,1,2,1,5,58,2,3,ID
60773,1,1,6,7,5,29,1,2,ID
60774,4,1,4,6,5,0,1,3,TX
60775,1,1,4,3,4,41,2,2,MS
60776,2,1,9,2,5,35,2,2,IL
60777,3,9,4,3,5,36,1,2,CA
60778,1,5,9,2,5,34,2,1,IL
60779,1,1,9,6,4,53,2,3,TX
60780,1,1,3,3,5,52,1,2,NY
60781,1,1,1,1,5,24,2,3,MA
60782,2,1,4,1,3,41,2,2,MI
60783,1,1,2,4,5,76,2,3,LA
60784,1,1,2,1,5,74,2,3,CA
60785,2,1,3,1,5,79,2,2,AL
60786,1,1,1,6,5,48,2,2,MS
60787,5,1,6,7,5,62,2,3,CT
60788,2,1,9,1,2,54,1,3,SC
60789,2,1,9,1,5,71,1,3,CA
60790,1,1,2,3,5,40,2,2,ID
60791,5,1,6,7,2,36,2,3,UT
60792,1,1,3,2,2,48,2,2,GA
60793,1,1,5,5,5,34,1,1,ND
60794,1,1,1,1,3,58,1,3,CT
60795,1,1,2,1,5,49,2,3,IL
60796,1,1,4,1,5,67,1,3,VA
60797,6,1,5,4,5,57,1,2,CO
60798,5,1,6,5,5,29,2,2,ND
60799,1,1,1,3,5,37,1,3,MI
60800,1,9,7,7,1,79,1,3,PA
60801,1,9,3,4,5,33,1,3,CA
60802,1,1,7,7,3,65,2,3,LA
60803,2,1,6,5,1,55,1,2,TN
60804,1,1,2,4,5,68,2,3,CA
60805,5,1,5,1,4,39,1,1,MA
60806,1,1,6,7,1,80,2,3,FL
60807,1,1,4,5,3,50,1,2,NE
60808,1,1,7,7,2,57,1,3,AZ
60809,1,1,6,7,1,76,1,3,VA
60810,1,5,5,4,5,71,1,2,TN
60811,1,1,2,1,5,58,2,3,FL
60812,1,9,5,4,4,47,2,3,TN
60813,1,5,9,5,5,43,2,2,CA
60814,1,1,4,1,2,22,1,3,MI
60815,1,1,4,4,5,69,1,1,MN
60816,1,1,6,7,5,62,2,3,MI
60817,5,1,6,5,4,73,1,3,NV
60818,1,1,6,7,1,32,2,3,IL
60819,5,1,2,2,1,30,2,3,NY
60820,1,1,4,3,5,47,1,3,MI
60821,1,1,7,7,5,35,2,1,TN
60822,1,5,6,7,5,66,2,2,AL
60823,5,1,2,2,5,42,2,3,NM
60824,1,1,4,2,4,25,2,1,IL
60825,6,1,2,3,5,31,1,3,WA
60826,2,1,9,1,5,36,2,3,IN
60827,1,1,5,2,1,63,1,3,OH
60828,5,1,4,4,2,54,1,2,CA
60829,1,1,9,2,2,64,2,1,KY
60830,1,5,4,6,5,62,2,2,IL
60831,2,1,4,4,5,59,0,3,VT
60832,1,1,6,7,5,74,1,2,IL
60833,1,1,4,2,5,48,1,3,FL
60834,1,1,2,2,2,66,2,2,WI
60835,1,1,7,7,1,73,1,3,NC
60836,6,1,4,4,5,30,1,3,AR
60837,1,1,7,7,5,63,1,2,MO
60838,2,1,9,2,2,69,1,3,AL
60839,2,1,3,1,1,61,2,3,MS
60840,1,1,7,7,4,43,1,2,PA
60841,1,1,7,7,2,68,1,3,AL
60842,1,1,5,6,5,58,1,3,CO
60843,1,9,7,7,1,58,1,3,LA
60844,1,1,9,7,2,65,2,3,TN
60845,1,5,1,3,2,78,1,3,AR
60846,1,1,6,7,1,54,1,3,WA
60847,1,1,4,1,2,72,2,3,PA
60848,2,1,5,6,5,69,1,3,CA
60849,1,1,4,7,4,52,1,3,FL
60850,2,1,9,1,3,59,2,3,OH
60851,1,1,3,3,2,30,1,3,NY
60852,1,9,5,5,2,41,2,2,NE
60853,1,1,6,6,2,36,1,2,TX
60854,1,1,3,3,5,80,1,3,FL
60855,1,1,4,2,5,45,1,3,PA
60856,4,5,9,4,1,57,1,2,TX
60857,2,5,6,1,1,70,2,2,TX
60858,1,1,5,7,1,53,2,2,FL
60859,1,1,2,2,5,53,1,1,CA
60860,1,1,2,3,5,51,1,3,ID
60861,1,1,9,7,5,80,1,2,AZ
60862,5,5,9,2,5,50,2,2,MA
60863,1,1,6,5,5,57,1,3,MN
60864,1,5,5,6,3,41,1,2,MN
60865,1,1,6,6,5,37,1,2,NC
60866,5,9,3,3,1,76,1,2,MA
60867,1,1,9,5,1,80,2,1,SD
60868,1,1,5,5,5,63,1,2,CT
60869,1,5,4,6,5,80,2,2,CA
60870,5,1,2,1,1,40,2,2,CA
60871,1,9,6,5,5,53,2,3,WA
60872,5,1,3,1,5,37,1,3,TX
60873,1,1,6,5,2,63,2,1,VA
60874,5,9,2,2,5,69,1,3,PA
60875,1,5,3,3,5,29,2,1,WI
60876,1,9,3,2,5,55,1,2,MN
60877,1,1,4,3,1,74,2,3,MN
60878,1,1,3,1,3,63,2,3,WI
60879,1,1,9,3,4,65,2,2,MI
60880,1,1,7,7,5,26,1,2,MD
60881,1,1,6,7,1,63,2,2,KS
60882,1,1,4,4,1,39,1,3,NC
60883,1,1,9,2,1,56,1,2,NJ
60884,1,1,4,6,3,28,2,2,CO
60885,1,9,2,1,5,50,2,3,UT
60886,5,1,4,2,5,45,1,3,CA
60887,5,1,9,4,3,35,1,1,MD
60888,1,1,4,7,5,73,2,2,KS
60889,1,5,9,4,9,37,2,1,DE
60890,5,1,5,4,4,53,2,1,NM
60891,6,1,2,1,5,27,2,3,AZ
60892,1,1,7,7,3,45,1,3,IA
60893,2,9,1,1,3,45,2,3,NC
60894,1,1,4,2,5,40,2,3,NC
60895,3,1,9,2,5,32,1,2,CA
60896,6,1,7,5,3,58,1,3,OR
60897,2,1,4,2,2,70,1,1,FL
60898,5,1,5,5,5,78,1,1,FL
60899,1,1,6,7,9,71,2,3,FL
60900,1,1,4,3,5,58,2,3,UT
60901,1,1,5,3,1,62,2,2,OH
60902,1,1,6,6,5,27,1,2,MN
60903,5,1,9,4,5,23,1,1,TX
60904,1,1,2,1,5,41,2,2,IL
60905,4,1,3,5,5,57,1,2,MO
60906,1,1,5,5,4,45,2,3,IL
60907,1,5,9,4,4,57,1,2,TX
60908,1,1,4,7,5,26,1,1,LA
60909,1,1,9,2,5,66,1,2,IL
60910,1,1,2,1,5,63,2,3,FL
60911,5,1,4,3,2,65,1,3,TX
60912,1,1,1,1,5,63,2,3,DE
60913,1,1,4,2,4,34,2,2,ID
60914,2,1,2,3,5,60,1,1,OH
60915,1,5,9,1,5,50,2,3,IL
60916,1,1,6,7,5,45,2,3,VA
60917,2,1,3,2,3,34,1,2,TX
60918,2,1,4,1,1,0,2,3,MS
60919,5,1,2,1,1,41,1,3,TX
60920,1,1,6,7,3,62,1,3,IN
60921,1,1,6,7,2,46,2,3,MA
60922,1,1,4,2,5,43,1,3,MO
60923,2,1,2,1,5,80,2,2,CA
60924,2,9,3,2,4,35,2,2,FL
60925,1,5,9,4,5,71,1,1,AR
60926,6,1,4,3,1,31,1,3,OH
60927,1,1,6,6,3,30,2,2,TN
60928,6,1,2,2,3,38,1,2,CT
60929,2,1,9,1,2,67,1,2,LA
60930,2,1,9,2,4,60,2,3,TX
60931,5,9,3,2,5,27,1,1,FL
60932,1,1,7,7,5,67,2,3,NV
60933,1,1,2,1,5,34,1,3,AL
60934,1,1,5,5,5,34,1,2,NY
60935,9,1,6,6,2,0,1,3,LA
60936,1,5,6,5,4,46,2,2,WI
60937,1,1,3,3,5,43,1,2,CA
60938,5,9,7,7,1,74,1,3,CO
60939,1,1,4,1,5,51,2,1,UT
60940,1,1,9,7,4,51,1,2,IN
60941,1,1,6,7,4,66,1,2,NY
60942,1,1,4,1,1,70,2,3,NJ
60943,1,1,5,6,5,70,1,2,WA
60944,1,1,9,4,1,0,0,1,NM
60945,1,1,2,7,1,66,2,2,VA
60946,1,1,2,1,5,32,2,3,CA
60947,5,1,4,1,5,54,2,1,CA
60948,1,5,4,4,5,23,1,1,VT
60949,2,1,9,1,4,41,2,1,NC
60950,1,9,9,3,4,30,2,1,TN
60951,5,1,3,2,5,43,1,3,IN
60952,1,9,7,7,1,41,2,2,NC
60953,2,1,3,1,5,78,2,3,CA
60954,6,1,6,5,2,55,1,3,AR
60955,1,1,4,7,2,80,2,3,NC
60956,1,1,4,5,1,58,1,3,AZ
60957,1,9,6,5,5,50,1,2,ID
60958,1,1,1,4,5,33,1,3,TN
60959,5,5,9,7,5,24,2,2,IL
60960,1,1,6,7,5,80,1,3,IN
60961,1,1,6,5,5,0,1,3,FL
60962,1,1,3,1,3,48,2,3,WI
60963,1,1,1,3,5,63,2,2,WY
60964,1,1,2,1,5,36,2,2,CT
60965,3,1,4,4,4,0,1,1,NJ
60966,1,1,6,6,4,50,2,2,WI
60967,1,1,6,7,3,62,2,2,KY
60968,1,5,6,6,3,80,1,2,KY
60969,1,1,5,6,5,66,1,3,TX
60970,1,1,1,1,5,43,1,3,CO
60971,1,1,2,1,5,0,1,3,OR
60972,1,1,2,1,5,39,2,2,TN
60973,1,1,2,2,5,71,2,3,FL
60974,1,1,6,7,5,64,2,3,CA
60975,1,1,6,7,1,52,1,2,KY
60976,1,1,4,4,5,36,2,1,ME
60977,1,9,7,5,2,51,1,3,WA
60978,1,1,9,7,5,56,2,1,MI
60979,5,1,4,4,4,65,1,2,TX
60980,1,9,5,7,5,21,1,1,NE
60981,1,1,3,1,5,41,2,3,WY
60982,5,1,2,4,5,37,1,2,IN
60983,1,1,2,1,3,72,2,2,CA
60984,1,1,5,5,5,42,2,2,NJ
60985,1,1,4,2,5,79,1,2,NY
60986,1,1,5,6,5,32,1,3,PA
60987,1,1,7,7,4,43,2,2,CA
60988,1,1,1,1,5,23,2,3,ID
60989,2,1,4,1,4,36,1,2,CA
60990,6,1,4,4,2,60,1,2,CA
60991,1,1,5,6,4,29,1,2,NC
60992,5,1,9,3,5,66,1,1,TX
60993,1,1,4,7,2,78,1,3,LA
60994,1,5,3,6,3,70,1,2,FL
60995,1,9,3,4,5,80,1,2,TN
60996,1,1,6,7,5,33,1,1,PA
60997,1,1,2,2,5,27,1,3,OH
60998,1,1,5,5,2,61,2,3,IN
60999,1,1,5,3,5,35,1,3,TN
61000,1,1,9,7,1,41,2,2,NC
61001,1,1,3,3,5,30,1,2,CO
61002,1,5,3,1,1,72,2,1,OH
61003,1,1,4,6,5,33,2,2,OH
61004,1,1,6,7,4,35,2,3,MD
61005,5,1,6,7,3,33,1,2,FL
61006,1,1,6,1,4,74,1,3,VA
61007,1,1,3,5,5,38,2,2,KY
61008,1,1,6,5,5,80,2,2,TX
61009,1,1,9,1,5,46,2,2,PA
61010,1,9,9,2,4,30,1,2,OR
61011,1,9,6,7,3,57,1,3,CA
61012,1,1,6,7,9,50,2,2,NY
61013,2,1,3,3,5,24,2,3,TX
61014,1,1,4,3,5,80,2,3,FL
61015,1,1,6,7,4,59,1,3,AL
61016,1,1,3,1,1,74,2,3,MD
61017,1,1,4,5,3,39,2,2,TX
61018,1,1,1,1,5,75,2,3,MO
61019,3,1,1,1,4,30,1,3,CA
61020,1,1,6,7,4,0,1,2,IA
61021,1,1,7,7,5,80,2,2,FL
61022,2,1,1,1,5,31,1,3,NV
61023,5,1,4,6,5,69,1,3,CA
61024,1,1,2,1,1,56,2,2,MA
61025,1,1,6,7,1,75,1,3,PA
61026,1,1,1,1,5,65,2,3,CA
61027,6,1,2,2,5,29,2,2,TX
61028,1,1,6,7,1,72,2,3,FL
61029,5,9,7,7,3,60,2,3,SC
61030,5,1,4,3,3,25,1,2,CA
61031,1,9,6,7,2,78,2,3,TN
61032,1,1,3,2,5,60,2,3,MO
61033,1,1,6,5,5,53,2,3,LA
61034,1,1,3,3,5,66,2,3,WA
61035,3,1,6,5,5,35,2,3,MA
61036,6,1,6,5,4,61,1,3,VA
61037,2,1,6,1,5,46,2,2,IL
61038,1,1,5,5,5,70,2,2,TN
61039,1,1,6,5,5,78,2,3,OH
61040,1,5,9,2,5,63,2,1,OH
61041,1,9,6,7,3,40,2,1,OH
61042,1,1,2,1,5,51,2,3,CA
61043,1,1,6,7,1,0,2,2,TX
61044,1,1,3,3,5,41,1,2,CA
61045,1,1,6,7,2,80,2,3,PA
61046,1,1,4,2,5,25,2,2,MD
61047,1,1,5,5,2,41,2,2,IL
61048,6,1,2,3,5,29,2,2,OH
61049,1,1,2,1,4,57,2,2,IL
61050,2,1,4,1,4,51,1,2,NY
61051,1,1,6,6,1,31,1,1,GA
61052,2,1,9,1,5,58,1,3,MI
61053,5,5,4,5,2,53,1,3,FL
61054,3,1,9,7,4,45,1,2,CA
61055,1,1,4,3,4,54,2,3,NJ
61056,1,1,4,3,1,55,2,2,MD
61057,1,5,6,7,4,76,1,3,NY
61058,1,1,6,7,4,53,1,3,TX
61059,5,1,4,1,2,56,2,3,TX
61060,1,1,2,1,5,49,2,3,ID
61061,1,1,5,4,4,0,1,2,TX
61062,5,1,3,1,5,55,1,3,NM
61063,1,1,3,3,3,72,2,2,NJ
61064,4,1,5,5,5,57,1,3,ND
61065,5,1,3,2,4,30,2,1,TX
61066,1,1,4,2,5,37,2,2,WA
61067,1,1,4,4,1,74,2,2,NH
61068,1,1,2,2,5,38,1,3,KS
61069,1,1,6,7,3,68,1,3,CA
61070,1,5,5,6,5,75,2,1,IL
61071,1,1,2,1,5,71,1,3,WI
61072,9,1,6,7,9,68,2,3,NM
61073,6,5,1,1,5,32,1,3,MA
61074,1,1,2,2,5,50,2,2,NH
61075,5,1,6,7,4,65,2,2,CA
61076,2,1,1,1,5,35,2,3,FL
61077,1,9,3,2,5,26,1,2,IL
61078,1,1,2,3,5,37,1,3,CA
61079,1,1,7,7,1,78,2,3,IN
61080,1,1,6,5,4,42,1,2,CA
61081,1,1,6,7,5,42,1,1,TX
61082,1,5,9,5,5,71,2,2,NY
61083,1,5,9,5,3,58,2,1,IN
61084,2,1,4,1,2,57,2,1,CT
61085,1,1,1,3,5,61,2,3,FL
61086,1,1,5,5,5,37,1,3,FL
61087,5,1,5,5,2,49,1,3,MD
61088,9,5,4,1,1,80,2,2,GA
61089,5,1,4,7,4,34,2,3,PA
61090,5,1,2,1,5,71,2,3,CA
61091,1,1,6,6,5,42,1,3,KY
61092,1,1,6,7,1,62,1,2,MN
61093,1,1,6,7,4,63,2,3,MI
61094,1,1,1,1,5,27,2,2,MD
61095,2,1,3,1,5,38,2,3,IL
61096,1,1,6,5,5,33,1,2,GA
61097,1,1,6,7,5,63,1,2,FL
61098,1,5,4,4,5,38,2,1,MD
61099,1,1,6,7,1,72,2,3,TX
61100,1,1,2,1,5,26,2,2,OH
61101,1,1,4,5,5,35,1,2,KS
61102,1,1,6,7,1,61,2,3,IN
61103,1,1,4,6,5,58,2,2,KY
61104,1,1,9,4,5,39,1,2,MI
61105,3,1,9,1,5,54,2,1,TX
61106,5,1,6,4,2,52,1,3,TX
61107,1,5,6,7,2,69,1,3,NE
61108,1,1,4,3,5,60,2,3,FL
61109,1,1,3,1,5,67,2,3,SD
61110,1,1,1,1,5,47,2,2,GA
61111,1,1,5,7,4,67,1,3,MI
61112,1,1,2,1,5,57,1,3,NY
61113,1,1,2,1,5,31,2,3,CA
61114,1,1,4,5,2,73,2,2,TX
61115,5,1,6,7,1,70,1,2,MI
61116,1,5,6,6,1,80,2,2,OH
61117,1,1,9,4,2,61,1,2,MO
61118,1,1,4,2,2,41,2,1,OK
61119,1,1,2,7,1,68,2,1,CA
61120,2,1,3,2,3,32,1,2,LA
61121,5,1,4,4,5,65,2,2,FL
61122,1,1,2,3,4,28,1,3,PA
61123,2,1,4,1,3,33,1,1,NC
61124,1,1,6,7,5,30,1,2,MO
61125,1,1,7,7,4,64,1,3,NV
61126,1,1,6,7,1,61,1,3,PA
61127,1,1,3,3,5,49,2,3,MI
61128,1,1,4,2,5,62,2,3,PA
61129,5,5,5,4,5,39,1,2,CA
61130,2,1,4,4,2,0,2,3,MI
61131,3,1,6,7,5,66,2,3,TX
61132,6,5,2,1,5,62,2,2,MI
61133,1,9,9,4,1,80,1,3,TN
61134,1,1,9,3,2,62,2,2,UT
61135,1,9,6,7,5,47,1,3,TN
61136,2,1,9,1,5,42,1,3,OH
61137,1,1,4,6,1,34,2,1,IL
61138,6,1,5,6,5,0,2,2,NJ
61139,5,1,6,6,1,60,1,3,WA
61140,1,5,5,3,5,54,2,3,CA
61141,1,5,1,4,5,35,1,3,SC
61142,1,1,7,7,2,73,2,3,GA
61143,1,1,6,7,1,80,2,3,IA
61144,5,1,6,7,2,64,1,3,FL
61145,1,1,6,7,2,32,1,2,OH
61146,5,1,9,5,5,56,1,2,NV
61147,1,1,6,7,5,68,1,3,AZ
61148,1,1,6,5,2,67,1,2,TN
61149,1,1,6,7,3,67,1,1,TX
61150,1,1,4,3,5,72,2,3,PA
61151,1,9,6,7,1,58,1,3,KS
61152,1,1,9,4,1,57,2,2,MA
61153,6,1,1,3,5,39,2,3,NY
61154,5,1,2,1,5,23,1,3,FL
61155,4,1,7,7,2,63,2,1,GA
61156,1,1,6,5,1,0,2,1,IL
61157,1,1,2,2,5,37,1,2,CA
61158,1,1,6,5,5,69,2,3,AR
61159,1,1,7,7,5,42,2,2,OH
61160,5,1,9,2,1,66,2,1,CA
61161,1,1,3,1,5,69,2,2,AZ
61162,1,1,2,1,5,72,1,3,MA
61163,1,9,4,6,3,38,2,2,LA
61164,2,1,2,1,2,66,2,3,NV
61165,1,1,6,7,5,58,1,2,MS
61166,5,1,4,3,3,27,1,3,TX
61167,1,1,2,1,5,28,2,3,TX
61168,2,1,3,1,5,50,1,1,IL
61169,1,1,2,2,5,25,2,2,WI
61170,1,1,2,1,5,53,1,2,IL
61171,1,1,3,1,1,80,1,3,MT
61172,9,5,9,3,1,0,0,3,GA
61173,1,9,6,7,4,70,2,3,LA
61174,1,1,9,7,5,64,2,3,AZ
61175,1,1,3,3,5,59,2,3,VA
61176,1,1,6,5,5,77,1,3,PA
61177,1,1,2,1,5,49,1,3,WA
61178,1,1,6,7,5,51,2,2,CA
61179,1,1,6,7,1,69,2,2,UT
61180,1,1,4,3,1,69,1,3,UT
61181,2,1,1,3,3,30,1,2,SC
61182,1,1,1,1,5,31,1,3,DC
61183,5,5,4,1,5,26,2,2,CA
61184,1,1,7,7,2,68,1,3,TX
61185,1,1,4,2,5,67,1,3,TX
61186,5,1,3,3,4,46,1,1,NM
61187,5,1,4,2,5,40,1,2,IL
61188,1,1,5,7,5,23,1,2,NJ
61189,1,1,6,7,2,72,1,3,IN
61190,1,1,3,3,5,38,1,3,AL
61191,1,1,7,7,2,76,2,1,SC
61192,1,1,9,6,1,73,1,2,TN
61193,1,1,3,2,5,34,2,2,MI
61194,1,1,3,2,5,36,2,1,MI
61195,1,1,6,7,1,80,1,3,OH
61196,1,1,6,7,1,76,1,3,GA
61197,1,1,4,3,5,66,2,3,CA
61198,1,1,9,4,5,74,1,1,FL
61199,1,1,5,6,5,44,2,3,ME
61200,1,1,1,1,5,30,2,2,NY
61201,1,1,9,2,1,61,2,2,IN
61202,3,1,4,1,5,79,2,2,NY
61203,1,1,5,7,4,23,1,2,OH
61204,1,1,1,1,5,38,1,2,TX
